2017-08-18 12:13:10,070 [Executor task launch worker-0] INFO  [org.apache.spark.executor.Executor] - Running task 1.0 in stage 277.0 (TID 555)
2017-08-18 12:24:25,045 [dag-scheduler-event-loop] INFO  [org.apache.spark.storage.memory.MemoryStore] - Block broadcast_412 stored as values in memory (estimated size 34.5 KB, free 413.5 MB)
2017-08-18 12:24:25,048 [dag-scheduler-event-loop] INFO  [org.apache.spark.storage.memory.MemoryStore] - Block broadcast_412_piece0 stored as bytes in memory (estimated size 25.1 KB, free 413.5 MB)
2017-08-18 12:24:25,048 [dispatcher-event-loop-3] INFO  [org.apache.spark.storage.BlockManagerInfo] - Added broadcast_412_piece0 in memory on 192.168.31.111:60809 (size: 25.1 KB, free: 413.8 MB)
2017-08-18 12:24:25,049 [dag-scheduler-event-loop] INFO  [org.apache.spark.SparkContext] - Created broadcast 412 from broadcast at DAGScheduler.scala:1012
2017-08-18 12:24:25,049 [dag-scheduler-event-loop] INFO  [org.apache.spark.scheduler.DAGScheduler] - Submitting 2 missing tasks from ResultStage 412 (MapPartitionsRDD[825] at map at streamingProcessNew.scala:49)
2017-08-18 12:24:25,049 [dag-scheduler-event-loop] INFO  [org.apache.spark.scheduler.TaskSchedulerImpl] - Adding task set 412.0 with 2 tasks
2017-08-18 12:24:25,052 [dispatcher-event-loop-2] INFO  [org.apache.spark.scheduler.TaskSetManager] - Starting task 0.0 in stage 412.0 (TID 824, localhost, partition 0, ANY, 5658 bytes)
2017-08-18 12:24:25,053 [dispatcher-event-loop-2] INFO  [org.apache.spark.scheduler.TaskSetManager] - Starting task 1.0 in stage 412.0 (TID 825, localhost, partition 1, ANY, 5658 bytes)
2017-08-18 12:24:25,053 [Executor task launch worker-1] INFO  [org.apache.spark.executor.Executor] - Running task 1.0 in stage 412.0 (TID 825)
2017-08-18 12:24:25,053 [Executor task launch worker-0] INFO  [org.apache.spark.executor.Executor] - Running task 0.0 in stage 412.0 (TID 824)
2017-08-18 12:24:25,055 [Executor task launch worker-1] INFO  [org.apache.spark.streaming.kafka.KafkaRDD] - Beginning offset 998 is the same as ending offset skipping test07 1
2017-08-18 12:24:25,055 [Executor task launch worker-0] INFO  [org.apache.spark.streaming.kafka.KafkaRDD] - Beginning offset 976 is the same as ending offset skipping test07 0
2017-08-18 12:24:25,059 [Executor task launch worker-1] INFO  [org.apache.spark.executor.Executor] - Finished task 1.0 in stage 412.0 (TID 825). 714 bytes result sent to driver
2017-08-18 12:24:25,059 [Executor task launch worker-0] INFO  [org.apache.spark.executor.Executor] - Finished task 0.0 in stage 412.0 (TID 824). 714 bytes result sent to driver
2017-08-18 12:24:25,061 [task-result-getter-1] INFO  [org.apache.spark.scheduler.TaskSetManager] - Finished task 1.0 in stage 412.0 (TID 825) in 8 ms on localhost (1/2)
2017-08-18 12:24:25,061 [task-result-getter-0] INFO  [org.apache.spark.scheduler.TaskSetManager] - Finished task 0.0 in stage 412.0 (TID 824) in 11 ms on localhost (2/2)
2017-08-18 12:24:25,061 [task-result-getter-0] INFO  [org.apache.spark.scheduler.TaskSchedulerImpl] - Removed TaskSet 412.0, whose tasks have all completed, from pool 
2017-08-18 12:24:25,061 [dag-scheduler-event-loop] INFO  [org.apache.spark.scheduler.DAGScheduler] - ResultStage 412 (foreachPartition at streamingProcessNew.scala:50) finished in 0.011 s
2017-08-18 12:24:25,061 [streaming-job-executor-0] INFO  [org.apache.spark.scheduler.DAGScheduler] - Job 412 finished: foreachPartition at streamingProcessNew.scala:50, took 0.020824 s
2017-08-18 12:24:25,062 [JobScheduler] INFO  [org.apache.spark.streaming.scheduler.JobScheduler] - Finished job streaming job 1503030265000 ms.0 from job set of time 1503030265000 ms
2017-08-18 12:24:25,062 [JobScheduler] INFO  [org.apache.spark.streaming.scheduler.JobScheduler] - Total delay: 0.062 s for time 1503030265000 ms (execution: 0.044 s)
2017-08-18 12:24:25,062 [JobGenerator] INFO  [org.apache.spark.rdd.MapPartitionsRDD] - Removing RDD 823 from persistence list
2017-08-18 12:24:25,062 [block-manager-slave-async-thread-pool-37] INFO  [org.apache.spark.storage.BlockManager] - Removing RDD 823
2017-08-18 12:24:25,063 [JobGenerator] INFO  [org.apache.spark.streaming.kafka.KafkaRDD] - Removing RDD 822 from persistence list
2017-08-18 12:24:25,063 [block-manager-slave-async-thread-pool-35] INFO  [org.apache.spark.storage.BlockManager] - Removing RDD 822
2017-08-18 12:24:25,063 [JobGenerator] INFO  [org.apache.spark.streaming.scheduler.ReceivedBlockTracker] - Deleting batches: 
2017-08-18 12:24:25,063 [JobGenerator] INFO  [org.apache.spark.streaming.scheduler.InputInfoTracker] - remove old batch metadata: 1503030255000 ms
2017-08-18 12:24:30,024 [JobGenerator] INFO  [org.apache.spark.streaming.scheduler.JobScheduler] - Added jobs for time 1503030270000 ms
2017-08-18 12:24:30,025 [JobScheduler] INFO  [org.apache.spark.streaming.scheduler.JobScheduler] - Starting job streaming job 1503030270000 ms.0 from job set of time 1503030270000 ms
2017-08-18 12:24:30,055 [streaming-job-executor-0] INFO  [org.apache.spark.SparkContext] - Starting job: foreachPartition at streamingProcessNew.scala:50
2017-08-18 12:24:30,055 [dag-scheduler-event-loop] INFO  [org.apache.spark.scheduler.DAGScheduler] - Got job 413 (foreachPartition at streamingProcessNew.scala:50) with 2 output partitions
2017-08-18 12:24:30,057 [dag-scheduler-event-loop] INFO  [org.apache.spark.scheduler.DAGScheduler] - Final stage: ResultStage 413 (foreachPartition at streamingProcessNew.scala:50)
2017-08-18 12:24:30,057 [dag-scheduler-event-loop] INFO  [org.apache.spark.scheduler.DAGScheduler] - Parents of final stage: List()
2017-08-18 12:24:30,057 [dag-scheduler-event-loop] INFO  [org.apache.spark.scheduler.DAGScheduler] - Missing parents: List()
2017-08-18 12:24:30,058 [dag-scheduler-event-loop] INFO  [org.apache.spark.scheduler.DAGScheduler] - Submitting ResultStage 413 (MapPartitionsRDD[827] at map at streamingProcessNew.scala:49), which has no missing parents
2017-08-18 12:24:30,063 [dag-scheduler-event-loop] INFO  [org.apache.spark.storage.memory.MemoryStore] - Block broadcast_413 stored as values in memory (estimated size 34.5 KB, free 413.5 MB)
2017-08-18 12:24:30,067 [dag-scheduler-event-loop] INFO  [org.apache.spark.storage.memory.MemoryStore] - Block broadcast_413_piece0 stored as bytes in memory (estimated size 25.1 KB, free 413.5 MB)
2017-08-18 12:24:30,068 [dispatcher-event-loop-2] INFO  [org.apache.spark.storage.BlockManagerInfo] - Added broadcast_413_piece0 in memory on 192.168.31.111:60809 (size: 25.1 KB, free: 413.7 MB)
2017-08-18 12:24:30,069 [dag-scheduler-event-loop] INFO  [org.apache.spark.SparkContext] - Created broadcast 413 from broadcast at DAGScheduler.scala:1012
2017-08-18 12:24:30,069 [dag-scheduler-event-loop] INFO  [org.apache.spark.scheduler.DAGScheduler] - Submitting 2 missing tasks from ResultStage 413 (MapPartitionsRDD[827] at map at streamingProcessNew.scala:49)
2017-08-18 12:24:30,069 [dag-scheduler-event-loop] INFO  [org.apache.spark.scheduler.TaskSchedulerImpl] - Adding task set 413.0 with 2 tasks
2017-08-18 12:24:30,073 [dispatcher-event-loop-3] INFO  [org.apache.spark.scheduler.TaskSetManager] - Starting task 0.0 in stage 413.0 (TID 826, localhost, partition 0, ANY, 5658 bytes)
2017-08-18 12:24:30,074 [dispatcher-event-loop-3] INFO  [org.apache.spark.scheduler.TaskSetManager] - Starting task 1.0 in stage 413.0 (TID 827, localhost, partition 1, ANY, 5658 bytes)
2017-08-18 12:24:30,074 [Executor task launch worker-1] INFO  [org.apache.spark.executor.Executor] - Running task 1.0 in stage 413.0 (TID 827)
2017-08-18 12:24:30,074 [Executor task launch worker-0] INFO  [org.apache.spark.executor.Executor] - Running task 0.0 in stage 413.0 (TID 826)
2017-08-18 12:24:30,077 [Executor task launch worker-1] INFO  [org.apache.spark.streaming.kafka.KafkaRDD] - Beginning offset 998 is the same as ending offset skipping test07 1
2017-08-18 12:24:30,077 [Executor task launch worker-0] INFO  [org.apache.spark.streaming.kafka.KafkaRDD] - Beginning offset 976 is the same as ending offset skipping test07 0
2017-08-18 12:24:30,080 [Executor task launch worker-0] INFO  [org.apache.spark.executor.Executor] - Finished task 0.0 in stage 413.0 (TID 826). 714 bytes result sent to driver
2017-08-18 12:24:30,080 [Executor task launch worker-1] INFO  [org.apache.spark.executor.Executor] - Finished task 1.0 in stage 413.0 (TID 827). 714 bytes result sent to driver
2017-08-18 12:24:30,082 [task-result-getter-2] INFO  [org.apache.spark.scheduler.TaskSetManager] - Finished task 1.0 in stage 413.0 (TID 827) in 9 ms on localhost (1/2)
2017-08-18 12:24:30,082 [task-result-getter-3] INFO  [org.apache.spark.scheduler.TaskSetManager] - Finished task 0.0 in stage 413.0 (TID 826) in 12 ms on localhost (2/2)
2017-08-18 12:24:30,082 [task-result-getter-3] INFO  [org.apache.spark.scheduler.TaskSchedulerImpl] - Removed TaskSet 413.0, whose tasks have all completed, from pool 
2017-08-18 12:24:30,082 [dag-scheduler-event-loop] INFO  [org.apache.spark.scheduler.DAGScheduler] - ResultStage 413 (foreachPartition at streamingProcessNew.scala:50) finished in 0.012 s
2017-08-18 12:24:30,083 [streaming-job-executor-0] INFO  [org.apache.spark.scheduler.DAGScheduler] - Job 413 finished: foreachPartition at streamingProcessNew.scala:50, took 0.027750 s
2017-08-18 12:24:30,083 [JobScheduler] INFO  [org.apache.spark.streaming.scheduler.JobScheduler] - Finished job streaming job 1503030270000 ms.0 from job set of time 1503030270000 ms
2017-08-18 12:24:30,083 [JobScheduler] INFO  [org.apache.spark.streaming.scheduler.JobScheduler] - Total delay: 0.083 s for time 1503030270000 ms (execution: 0.059 s)
2017-08-18 12:24:30,083 [JobGenerator] INFO  [org.apache.spark.rdd.MapPartitionsRDD] - Removing RDD 825 from persistence list
2017-08-18 12:24:30,084 [block-manager-slave-async-thread-pool-37] INFO  [org.apache.spark.storage.BlockManager] - Removing RDD 825
2017-08-18 12:24:30,084 [JobGenerator] INFO  [org.apache.spark.streaming.kafka.KafkaRDD] - Removing RDD 824 from persistence list
2017-08-18 12:24:30,084 [block-manager-slave-async-thread-pool-35] INFO  [org.apache.spark.storage.BlockManager] - Removing RDD 824
2017-08-18 12:24:30,084 [JobGenerator] INFO  [org.apache.spark.streaming.scheduler.ReceivedBlockTracker] - Deleting batches: 
2017-08-18 12:24:30,084 [JobGenerator] INFO  [org.apache.spark.streaming.scheduler.InputInfoTracker] - remove old batch metadata: 1503030260000 ms
2017-08-18 12:24:35,022 [JobGenerator] INFO  [org.apache.spark.streaming.scheduler.JobScheduler] - Added jobs for time 1503030275000 ms
2017-08-18 12:24:35,022 [JobScheduler] INFO  [org.apache.spark.streaming.scheduler.JobScheduler] - Starting job streaming job 1503030275000 ms.0 from job set of time 1503030275000 ms
2017-08-18 12:24:35,060 [streaming-job-executor-0] INFO  [org.apache.spark.SparkContext] - Starting job: foreachPartition at streamingProcessNew.scala:50
2017-08-18 12:24:35,062 [dag-scheduler-event-loop] INFO  [org.apache.spark.scheduler.DAGScheduler] - Got job 414 (foreachPartition at streamingProcessNew.scala:50) with 2 output partitions
2017-08-18 12:24:35,062 [dag-scheduler-event-loop] INFO  [org.apache.spark.scheduler.DAGScheduler] - Final stage: ResultStage 414 (foreachPartition at streamingProcessNew.scala:50)
2017-08-18 12:24:35,062 [dag-scheduler-event-loop] INFO  [org.apache.spark.scheduler.DAGScheduler] - Parents of final stage: List()
2017-08-18 12:24:35,063 [dag-scheduler-event-loop] INFO  [org.apache.spark.scheduler.DAGScheduler] - Missing parents: List()
2017-08-18 12:24:35,064 [dag-scheduler-event-loop] INFO  [org.apache.spark.scheduler.DAGScheduler] - Submitting ResultStage 414 (MapPartitionsRDD[829] at map at streamingProcessNew.scala:49), which has no missing parents
2017-08-18 12:24:35,073 [dag-scheduler-event-loop] INFO  [org.apache.spark.storage.memory.MemoryStore] - Block broadcast_414 stored as values in memory (estimated size 34.5 KB, free 413.4 MB)
2017-08-18 12:24:35,083 [dag-scheduler-event-loop] INFO  [org.apache.spark.storage.memory.MemoryStore] - Block broadcast_414_piece0 stored as bytes in memory (estimated size 25.1 KB, free 413.4 MB)
2017-08-18 12:24:35,085 [dispatcher-event-loop-1] INFO  [org.apache.spark.storage.BlockManagerInfo] - Added broadcast_414_piece0 in memory on 192.168.31.111:60809 (size: 25.1 KB, free: 413.7 MB)
2017-08-18 12:24:35,086 [dag-scheduler-event-loop] INFO  [org.apache.spark.SparkContext] - Created broadcast 414 from broadcast at DAGScheduler.scala:1012
2017-08-18 12:24:35,086 [dag-scheduler-event-loop] INFO  [org.apache.spark.scheduler.DAGScheduler] - Submitting 2 missing tasks from ResultStage 414 (MapPartitionsRDD[829] at map at streamingProcessNew.scala:49)
2017-08-18 12:24:35,086 [dag-scheduler-event-loop] INFO  [org.apache.spark.scheduler.TaskSchedulerImpl] - Adding task set 414.0 with 2 tasks
2017-08-18 12:24:35,093 [dispatcher-event-loop-0] INFO  [org.apache.spark.scheduler.TaskSetManager] - Starting task 0.0 in stage 414.0 (TID 828, localhost, partition 0, ANY, 5658 bytes)
2017-08-18 12:24:35,095 [dispatcher-event-loop-0] INFO  [org.apache.spark.scheduler.TaskSetManager] - Starting task 1.0 in stage 414.0 (TID 829, localhost, partition 1, ANY, 5658 bytes)
2017-08-18 12:24:35,095 [Executor task launch worker-0] INFO  [org.apache.spark.executor.Executor] - Running task 1.0 in stage 414.0 (TID 829)
2017-08-18 12:24:35,095 [Executor task launch worker-1] INFO  [org.apache.spark.executor.Executor] - Running task 0.0 in stage 414.0 (TID 828)
2017-08-18 12:24:35,101 [Executor task launch worker-1] INFO  [org.apache.spark.streaming.kafka.KafkaRDD] - Beginning offset 976 is the same as ending offset skipping test07 0
2017-08-18 12:24:35,102 [Executor task launch worker-0] INFO  [org.apache.spark.streaming.kafka.KafkaRDD] - Beginning offset 998 is the same as ending offset skipping test07 1
2017-08-18 12:24:35,109 [Executor task launch worker-1] INFO  [org.apache.spark.executor.Executor] - Finished task 0.0 in stage 414.0 (TID 828). 714 bytes result sent to driver
2017-08-18 12:24:35,109 [Executor task launch worker-0] INFO  [org.apache.spark.executor.Executor] - Finished task 1.0 in stage 414.0 (TID 829). 714 bytes result sent to driver
2017-08-18 12:24:35,114 [task-result-getter-1] INFO  [org.apache.spark.scheduler.TaskSetManager] - Finished task 0.0 in stage 414.0 (TID 828) in 26 ms on localhost (1/2)
2017-08-18 12:24:35,115 [task-result-getter-0] INFO  [org.apache.spark.scheduler.TaskSetManager] - Finished task 1.0 in stage 414.0 (TID 829) in 21 ms on localhost (2/2)
2017-08-18 12:24:35,115 [task-result-getter-0] INFO  [org.apache.spark.scheduler.TaskSchedulerImpl] - Removed TaskSet 414.0, whose tasks have all completed, from pool 
2017-08-18 12:24:35,115 [dag-scheduler-event-loop] INFO  [org.apache.spark.scheduler.DAGScheduler] - ResultStage 414 (foreachPartition at streamingProcessNew.scala:50) finished in 0.028 s
2017-08-18 12:24:35,116 [streaming-job-executor-0] INFO  [org.apache.spark.scheduler.DAGScheduler] - Job 414 finished: foreachPartition at streamingProcessNew.scala:50, took 0.054973 s
2017-08-18 12:24:35,116 [JobScheduler] INFO  [org.apache.spark.streaming.scheduler.JobScheduler] - Finished job streaming job 1503030275000 ms.0 from job set of time 1503030275000 ms
2017-08-18 12:24:35,117 [JobScheduler] INFO  [org.apache.spark.streaming.scheduler.JobScheduler] - Total delay: 0.116 s for time 1503030275000 ms (execution: 0.094 s)
2017-08-18 12:24:35,117 [JobGenerator] INFO  [org.apache.spark.rdd.MapPartitionsRDD] - Removing RDD 827 from persistence list
2017-08-18 12:24:35,117 [block-manager-slave-async-thread-pool-38] INFO  [org.apache.spark.storage.BlockManager] - Removing RDD 827
2017-08-18 12:24:35,117 [JobGenerator] INFO  [org.apache.spark.streaming.kafka.KafkaRDD] - Removing RDD 826 from persistence list
2017-08-18 12:24:35,117 [block-manager-slave-async-thread-pool-37] INFO  [org.apache.spark.storage.BlockManager] - Removing RDD 826
2017-08-18 12:24:35,118 [JobGenerator] INFO  [org.apache.spark.streaming.scheduler.ReceivedBlockTracker] - Deleting batches: 
2017-08-18 12:24:35,118 [JobGenerator] INFO  [org.apache.spark.streaming.scheduler.InputInfoTracker] - remove old batch metadata: 1503030265000 ms
2017-08-18 12:24:40,020 [JobGenerator] INFO  [org.apache.spark.streaming.scheduler.JobScheduler] - Added jobs for time 1503030280000 ms
2017-08-18 12:24:40,021 [JobScheduler] INFO  [org.apache.spark.streaming.scheduler.JobScheduler] - Starting job streaming job 1503030280000 ms.0 from job set of time 1503030280000 ms
2017-08-18 12:24:40,051 [streaming-job-executor-0] INFO  [org.apache.spark.SparkContext] - Starting job: foreachPartition at streamingProcessNew.scala:50
2017-08-18 12:24:40,052 [dag-scheduler-event-loop] INFO  [org.apache.spark.scheduler.DAGScheduler] - Got job 415 (foreachPartition at streamingProcessNew.scala:50) with 2 output partitions
2017-08-18 12:24:40,052 [dag-scheduler-event-loop] INFO  [org.apache.spark.scheduler.DAGScheduler] - Final stage: ResultStage 415 (foreachPartition at streamingProcessNew.scala:50)
2017-08-18 12:24:40,052 [dag-scheduler-event-loop] INFO  [org.apache.spark.scheduler.DAGScheduler] - Parents of final stage: List()
2017-08-18 12:24:40,052 [dag-scheduler-event-loop] INFO  [org.apache.spark.scheduler.DAGScheduler] - Missing parents: List()
2017-08-18 12:24:40,053 [dag-scheduler-event-loop] INFO  [org.apache.spark.scheduler.DAGScheduler] - Submitting ResultStage 415 (MapPartitionsRDD[831] at map at streamingProcessNew.scala:49), which has no missing parents
2017-08-18 12:24:40,059 [dag-scheduler-event-loop] INFO  [org.apache.spark.storage.memory.MemoryStore] - Block broadcast_415 stored as values in memory (estimated size 34.5 KB, free 413.4 MB)
2017-08-18 12:24:40,064 [dag-scheduler-event-loop] INFO  [org.apache.spark.storage.memory.MemoryStore] - Block broadcast_415_piece0 stored as bytes in memory (estimated size 25.1 KB, free 413.3 MB)
2017-08-18 12:24:40,065 [dispatcher-event-loop-1] INFO  [org.apache.spark.storage.BlockManagerInfo] - Added broadcast_415_piece0 in memory on 192.168.31.111:60809 (size: 25.1 KB, free: 413.7 MB)
2017-08-18 12:24:40,066 [dag-scheduler-event-loop] INFO  [org.apache.spark.SparkContext] - Created broadcast 415 from broadcast at DAGScheduler.scala:1012
2017-08-18 12:24:40,066 [dag-scheduler-event-loop] INFO  [org.apache.spark.scheduler.DAGScheduler] - Submitting 2 missing tasks from ResultStage 415 (MapPartitionsRDD[831] at map at streamingProcessNew.scala:49)
2017-08-18 12:24:40,066 [dag-scheduler-event-loop] INFO  [org.apache.spark.scheduler.TaskSchedulerImpl] - Adding task set 415.0 with 2 tasks
2017-08-18 12:24:40,070 [dispatcher-event-loop-0] INFO  [org.apache.spark.scheduler.TaskSetManager] - Starting task 0.0 in stage 415.0 (TID 830, localhost, partition 0, ANY, 5658 bytes)
2017-08-18 12:24:40,070 [dispatcher-event-loop-0] INFO  [org.apache.spark.scheduler.TaskSetManager] - Starting task 1.0 in stage 415.0 (TID 831, localhost, partition 1, ANY, 5658 bytes)
2017-08-18 12:24:40,071 [Executor task launch worker-1] INFO  [org.apache.spark.executor.Executor] - Running task 1.0 in stage 415.0 (TID 831)
2017-08-18 12:24:40,072 [Executor task launch worker-0] INFO  [org.apache.spark.executor.Executor] - Running task 0.0 in stage 415.0 (TID 830)
2017-08-18 12:24:40,073 [Executor task launch worker-1] INFO  [org.apache.spark.streaming.kafka.KafkaRDD] - Beginning offset 998 is the same as ending offset skipping test07 1
2017-08-18 12:24:40,075 [Executor task launch worker-0] INFO  [org.apache.spark.streaming.kafka.KafkaRDD] - Beginning offset 976 is the same as ending offset skipping test07 0
2017-08-18 12:24:40,078 [Executor task launch worker-1] INFO  [org.apache.spark.executor.Executor] - Finished task 1.0 in stage 415.0 (TID 831). 714 bytes result sent to driver
2017-08-18 12:24:40,079 [Executor task launch worker-0] INFO  [org.apache.spark.executor.Executor] - Finished task 0.0 in stage 415.0 (TID 830). 714 bytes result sent to driver
2017-08-18 12:24:40,080 [task-result-getter-2] INFO  [org.apache.spark.scheduler.TaskSetManager] - Finished task 1.0 in stage 415.0 (TID 831) in 10 ms on localhost (1/2)
2017-08-18 12:24:40,082 [task-result-getter-2] INFO  [org.apache.spark.scheduler.TaskSetManager] - Finished task 0.0 in stage 415.0 (TID 830) in 15 ms on localhost (2/2)
2017-08-18 12:24:40,082 [task-result-getter-2] INFO  [org.apache.spark.scheduler.TaskSchedulerImpl] - Removed TaskSet 415.0, whose tasks have all completed, from pool 
2017-08-18 12:24:40,083 [dag-scheduler-event-loop] INFO  [org.apache.spark.scheduler.DAGScheduler] - ResultStage 415 (foreachPartition at streamingProcessNew.scala:50) finished in 0.016 s
2017-08-18 12:24:40,083 [streaming-job-executor-0] INFO  [org.apache.spark.scheduler.DAGScheduler] - Job 415 finished: foreachPartition at streamingProcessNew.scala:50, took 0.031658 s
2017-08-18 12:24:40,083 [JobScheduler] INFO  [org.apache.spark.streaming.scheduler.JobScheduler] - Finished job streaming job 1503030280000 ms.0 from job set of time 1503030280000 ms
2017-08-18 12:24:40,083 [JobScheduler] INFO  [org.apache.spark.streaming.scheduler.JobScheduler] - Total delay: 0.083 s for time 1503030280000 ms (execution: 0.062 s)
2017-08-18 12:24:40,083 [JobGenerator] INFO  [org.apache.spark.rdd.MapPartitionsRDD] - Removing RDD 829 from persistence list
2017-08-18 12:24:40,084 [block-manager-slave-async-thread-pool-38] INFO  [org.apache.spark.storage.BlockManager] - Removing RDD 829
2017-08-18 12:24:40,084 [JobGenerator] INFO  [org.apache.spark.streaming.kafka.KafkaRDD] - Removing RDD 828 from persistence list
2017-08-18 12:24:40,084 [JobGenerator] INFO  [org.apache.spark.streaming.scheduler.ReceivedBlockTracker] - Deleting batches: 
2017-08-18 12:24:40,084 [JobGenerator] INFO  [org.apache.spark.streaming.scheduler.InputInfoTracker] - remove old batch metadata: 1503030270000 ms
2017-08-18 12:24:40,085 [block-manager-slave-async-thread-pool-35] INFO  [org.apache.spark.storage.BlockManager] - Removing RDD 828
2017-08-18 12:24:45,013 [JobGenerator] INFO  [org.apache.spark.streaming.scheduler.JobScheduler] - Added jobs for time 1503030285000 ms
2017-08-18 12:24:45,014 [JobScheduler] INFO  [org.apache.spark.streaming.scheduler.JobScheduler] - Starting job streaming job 1503030285000 ms.0 from job set of time 1503030285000 ms
2017-08-18 12:24:45,025 [streaming-job-executor-0] INFO  [org.apache.spark.SparkContext] - Starting job: foreachPartition at streamingProcessNew.scala:50
2017-08-18 12:24:45,025 [dag-scheduler-event-loop] INFO  [org.apache.spark.scheduler.DAGScheduler] - Got job 416 (foreachPartition at streamingProcessNew.scala:50) with 2 output partitions
2017-08-18 12:24:45,025 [dag-scheduler-event-loop] INFO  [org.apache.spark.scheduler.DAGScheduler] - Final stage: ResultStage 416 (foreachPartition at streamingProcessNew.scala:50)
2017-08-18 12:24:45,025 [dag-scheduler-event-loop] INFO  [org.apache.spark.scheduler.DAGScheduler] - Parents of final stage: List()
2017-08-18 12:24:45,025 [dag-scheduler-event-loop] INFO  [org.apache.spark.scheduler.DAGScheduler] - Missing parents: List()
2017-08-18 12:24:45,025 [dag-scheduler-event-loop] INFO  [org.apache.spark.scheduler.DAGScheduler] - Submitting ResultStage 416 (MapPartitionsRDD[833] at map at streamingProcessNew.scala:49), which has no missing parents
2017-08-18 12:24:45,028 [dag-scheduler-event-loop] INFO  [org.apache.spark.storage.memory.MemoryStore] - Block broadcast_416 stored as values in memory (estimated size 34.5 KB, free 413.3 MB)
2017-08-18 12:24:45,031 [dag-scheduler-event-loop] INFO  [org.apache.spark.storage.memory.MemoryStore] - Block broadcast_416_piece0 stored as bytes in memory (estimated size 25.1 KB, free 413.3 MB)
2017-08-18 12:24:45,032 [dispatcher-event-loop-2] INFO  [org.apache.spark.storage.BlockManagerInfo] - Added broadcast_416_piece0 in memory on 192.168.31.111:60809 (size: 25.1 KB, free: 413.7 MB)
2017-08-18 12:24:45,032 [dag-scheduler-event-loop] INFO  [org.apache.spark.SparkContext] - Created broadcast 416 from broadcast at DAGScheduler.scala:1012
2017-08-18 12:24:45,032 [dag-scheduler-event-loop] INFO  [org.apache.spark.scheduler.DAGScheduler] - Submitting 2 missing tasks from ResultStage 416 (MapPartitionsRDD[833] at map at streamingProcessNew.scala:49)
2017-08-18 12:24:45,032 [dag-scheduler-event-loop] INFO  [org.apache.spark.scheduler.TaskSchedulerImpl] - Adding task set 416.0 with 2 tasks
2017-08-18 12:24:45,035 [dispatcher-event-loop-3] INFO  [org.apache.spark.scheduler.TaskSetManager] - Starting task 0.0 in stage 416.0 (TID 832, localhost, partition 0, ANY, 5658 bytes)
2017-08-18 12:24:45,035 [dispatcher-event-loop-3] INFO  [org.apache.spark.scheduler.TaskSetManager] - Starting task 1.0 in stage 416.0 (TID 833, localhost, partition 1, ANY, 5658 bytes)
2017-08-18 12:24:45,036 [Executor task launch worker-1] INFO  [org.apache.spark.executor.Executor] - Running task 1.0 in stage 416.0 (TID 833)
2017-08-18 12:24:45,036 [Executor task launch worker-0] INFO  [org.apache.spark.executor.Executor] - Running task 0.0 in stage 416.0 (TID 832)
2017-08-18 12:24:45,037 [Executor task launch worker-1] INFO  [org.apache.spark.streaming.kafka.KafkaRDD] - Beginning offset 998 is the same as ending offset skipping test07 1
2017-08-18 12:24:45,037 [Executor task launch worker-0] INFO  [org.apache.spark.streaming.kafka.KafkaRDD] - Beginning offset 976 is the same as ending offset skipping test07 0
2017-08-18 12:24:45,041 [Executor task launch worker-1] INFO  [org.apache.spark.executor.Executor] - Finished task 1.0 in stage 416.0 (TID 833). 714 bytes result sent to driver
2017-08-18 12:24:45,041 [Executor task launch worker-0] INFO  [org.apache.spark.executor.Executor] - Finished task 0.0 in stage 416.0 (TID 832). 714 bytes result sent to driver
2017-08-18 12:24:45,042 [task-result-getter-1] INFO  [org.apache.spark.scheduler.TaskSetManager] - Finished task 1.0 in stage 416.0 (TID 833) in 7 ms on localhost (1/2)
2017-08-18 12:24:45,043 [task-result-getter-0] INFO  [org.apache.spark.scheduler.TaskSetManager] - Finished task 0.0 in stage 416.0 (TID 832) in 9 ms on localhost (2/2)
2017-08-18 12:24:45,043 [task-result-getter-0] INFO  [org.apache.spark.scheduler.TaskSchedulerImpl] - Removed TaskSet 416.0, whose tasks have all completed, from pool 
2017-08-18 12:24:45,043 [dag-scheduler-event-loop] INFO  [org.apache.spark.scheduler.DAGScheduler] - ResultStage 416 (foreachPartition at streamingProcessNew.scala:50) finished in 0.011 s
2017-08-18 12:24:45,043 [streaming-job-executor-0] INFO  [org.apache.spark.scheduler.DAGScheduler] - Job 416 finished: foreachPartition at streamingProcessNew.scala:50, took 0.018140 s
2017-08-18 12:24:45,043 [JobScheduler] INFO  [org.apache.spark.streaming.scheduler.JobScheduler] - Finished job streaming job 1503030285000 ms.0 from job set of time 1503030285000 ms
2017-08-18 12:24:45,043 [JobScheduler] INFO  [org.apache.spark.streaming.scheduler.JobScheduler] - Total delay: 0.043 s for time 1503030285000 ms (execution: 0.029 s)
2017-08-18 12:24:45,043 [JobGenerator] INFO  [org.apache.spark.rdd.MapPartitionsRDD] - Removing RDD 831 from persistence list
2017-08-18 12:24:45,044 [block-manager-slave-async-thread-pool-38] INFO  [org.apache.spark.storage.BlockManager] - Removing RDD 831
2017-08-18 12:24:45,044 [JobGenerator] INFO  [org.apache.spark.streaming.kafka.KafkaRDD] - Removing RDD 830 from persistence list
2017-08-18 12:24:45,044 [block-manager-slave-async-thread-pool-35] INFO  [org.apache.spark.storage.BlockManager] - Removing RDD 830
